obj,time,method,robj
430.9682512307817,0.0,EM,242.73975912192063
290.5304155571662,0.002487546,EM,102.30192344830513
238.3007200113433,0.0107781,EM,50.07222790248225
217.45035914381862,0.012415306000000001,EM,29.221867034957572
208.03102981218674,0.014022034000000001,EM,19.8025377033257
203.2570137138693,0.016244775,EM,15.028521605008256
200.59868605043178,0.018657913999999998,EM,12.370193941570738
198.99996291041964,0.025276696999999997,EM,10.771470801558598
197.9725239691017,0.026880081999999996,EM,9.744031860240659
197.27097707487934,0.028477864999999995,EM,9.042484966018298
196.7637183084375,0.030109503999999995,EM,8.535226199576448
196.37655994246137,0.03172661499999999,EM,8.148067833600328
196.0660691766339,0.036632740999999996,EM,7.837577067772861
195.80608187676162,0.038234351,EM,7.577589767900582
195.58048973923567,0.039820867,EM,7.3519976303746315
195.37920267933626,0.041455745,EM,7.150710570475217
195.19580464520786,0.043130933,EM,6.967312536346816
195.026153692271,0.046679515000000005,EM,6.797661583409967
194.8675284841721,0.048563805,EM,6.63903637531107
194.71810055696366,0.050143292,EM,6.48960844810262
194.5766052228398,0.051751104,EM,6.348113113978746
194.4421355145234,0.05337068,EM,6.213643405662344
194.31401307461675,0.056941241999999996,EM,6.085520965755711
194.1917073727529,0.05854316,EM,5.963215263891845
194.07478528151813,0.060089249,EM,5.84629317265709
193.9628796660014,0.061721272,EM,5.734387557140371
193.85566981910492,0.06335114,EM,5.627177710243876
193.7528692278684,0.066881552,EM,5.524377119007346
193.65421784384563,0.068477268,EM,5.425725734984587
193.55947710135914,0.07005946099999999,EM,5.330984992498093
193.4684266028306,0.07166263299999999,EM,5.239934493969548
193.38086181287093,0.073289258,EM,5.152369704009891
193.29659236451263,0.07685244299999999,EM,5.068100255651592
193.21544074127178,0.078452236,EM,4.986948632410735
193.13724119573212,0.079998907,EM,4.908749086871074
193.0618388232716,0.081622904,EM,4.833346714410544
192.9890887436605,0.083254072,EM,4.760596634799446
192.91885536303283,0.08679949199999999,EM,4.690363254171791
192.85101170001184,0.08839847899999999,EM,4.622519591150796
192.78543876608248,0.08997403899999999,EM,4.556946657221436
192.722024993786,0.091580574,EM,4.493532884924951
192.66066570818776,0.09319991,EM,4.432173599326722
192.6012626380833,0.096767201,EM,4.3727705292222705
192.54372346395343,0.098367414,EM,4.315231355092385
192.48796139999467,0.099908121,EM,4.259469291133632
192.4338948077514,0.101529242,EM,4.205402698890344
192.3814468390291,0.103160206,EM,4.152954730168068
192.33054510590222,0.106692665,EM,4.102052997041175
192.28112137575704,0.108289256,EM,4.0526292668959965
192.233111289437,0.109864102,EM,4.004619180575963
192.18645410068652,0.111468616,EM,3.957961991825476
192.14109243521042,0.113092046,EM,3.9126003263493825
192.09697206779322,0.116652837,EM,3.8684799589321752
192.05404171603513,0.11825575199999999,EM,3.8255496071740875
192.01225284937735,0.11980123599999999,EM,3.783760740516305
191.97155951219202,0.12141767199999999,EM,3.743067403330974
191.93191815981294,0.12304122699999999,EM,3.7034260509518955
191.89328750647428,0.126580811,EM,3.664795397613238
191.8556283842108,0.12817826899999998,EM,3.627136275349761
191.8189036118504,0.129765521,EM,3.59041150298936
191.78307787330414,0.131380052,EM,3.554585764443095
191.7481176044231,0.133003222,EM,3.5196254955620585
191.71399088775476,0.13655883400000002,EM,3.485498778893719
191.6806673545869,0.13815510900000003,EM,3.4521752457258454
191.6481180937154,0.13970696100000002,EM,3.4196259848543544
191.61631556642402,0.14133013600000002,EM,3.3878234575629786
191.58523352720178,0.14295401200000002,EM,3.3567414183407376
191.5548469497662,0.14649895300000002,EM,3.326354840905145
191.52513195799372,0.14809444700000002,EM,3.2966398491326796
191.49606576139314,0.14968333400000003,EM,3.267573652532098
191.46762659478654,0.15128932200000003,EM,3.2391344859254954
191.4397936618878,0.15290694700000004,EM,3.2113015530267486
191.4125470824977,0.15647648200000006,EM,3.1840549736366537
191.38586784305207,0.15807223200000006,EM,3.1573757341910262
191.3597377502851,0.15962624900000005,EM,3.1312456414240497
191.33413938778375,0.16125010900000006,EM,3.1056472789227083
191.30905607523235,0.16287597000000006,EM,3.0805639663713063
191.28447183015663,0.16642807100000007,EM,3.055979721295591
191.2603713319952,0.16802319800000007,EM,3.03187922313416
191.23673988833715,0.16959881200000007,EM,3.008247779476113
191.21356340317809,0.17120922900000007,EM,2.985071294317043
191.19082834705875,0.17282772800000007,EM,2.9623362381977127
191.16852172895761,0.17639341500000008,EM,2.9400296200965723
191.14663106982127,0.1779854610000001,EM,2.918138960960226
191.1251443776249,0.1795413700000001,EM,2.896652268763864
191.1040501238615,0.18115592000000008,EM,2.875558015000456
191.08333722136624,0.18278321900000008,EM,2.8548451125051937
191.0629950033903,0.18633243400000007,EM,2.8345028945292707
191.0430132038442,0.18793286100000006,EM,2.8145210949831547
191.02338193863577,0.18950930400000007,EM,2.794889829774723
191.00409168803222,0.19111578200000007,EM,2.7755995791711765
190.9851332799856,0.19274424900000006,EM,2.7566411711245618
190.96649787435766,0.19631353700000007,EM,2.738005765496615
190.94817694799107,0.19791148500000005,EM,2.7196848391300303
190.9301622805748,0.19946612800000005,EM,2.701670171713749
190.91244594125422,0.20107590300000006,EM,2.6839538323931773
190.89502027594267,0.20270940200000007,EM,2.666528167081628
190.87787789529114,0.20625935000000006,EM,2.649385786430093
190.86101166327737,0.20785591100000006,EM,2.6325195544163247
190.84441468637766,0.20942491600000007,EM,2.615922577516619
190.82808030328843,0.21103349100000007,EM,2.5995881944273886
190.81200207516298,0.21266082600000008,EM,2.5835099663019374
190.79617377633735,0.2162340550000001,EM,2.5676816674763128
190.78058938551342,0.2178226870000001,EM,2.552097276652381
190.7652430773761,0.2193732090000001,EM,2.5367509685150704
190.75012921461928,0.2209801330000001,EM,2.521637105758236
190.7352423403568,0.2226157020000001,EM,2.506750231495749
190.7205771708983,0.22616125000000012,EM,2.492085062037267
190.70612858886898,0.22775463400000012,EM,2.477636480007936
190.69189163665484,0.22933482400000013,EM,2.4633995277938023
190.67786151015522,0.23094452700000012,EM,2.4493694012941827
190.66403355282696,0.23257142900000013,EM,2.4355414439659224
190.6504032500031,0.23612828000000013,EM,2.4219111411420666
190.63696622347297,0.23772017200000015,EM,2.4084741146119253
190.62371822630874,0.23926704300000015,EM,2.395226117447697
190.6106551379267,0.24087331000000015,EM,2.382163029065657
190.59777295936908,0.24257874600000015,EM,2.369280850508039
190.58506780879716,0.24612323000000014,EM,2.356575699936121
190.5725359171837,0.24772270700000013,EM,2.344043808322658
190.5601736241937,0.24929765100000012,EM,2.331681515332667
