obj,time,method,robj
188.53303760371261,36.57738410899999,PGD,0.300270717067013
188.53303530699333,36.579391343999994,PGD,0.3002684203477254
188.5330330102772,36.581378543999996,PGD,0.30026612363159255
188.53303071356328,36.583325464999994,PGD,0.3002638269176766
188.53302841685235,36.58527510399999,PGD,0.30026153020674495
188.5330261201419,36.587225040999996,PGD,0.30025923349629646
188.53302382343637,36.58923030099999,PGD,0.30025693679076493
188.53302152673277,36.59125602099999,PGD,0.30025464008716607
188.53301923002988,36.59327905599999,PGD,0.30025234338427775
188.53301693333077,36.595321944999995,PGD,0.3002500466851695
188.53301463663425,36.597384010999995,PGD,0.30024774998864767
188.53301233993946,36.59944143999999,PGD,0.30024545329385954
188.53301004324695,36.60149153799999,PGD,0.30024315660134515
188.53300774655887,36.603513185999994,PGD,0.30024085991326455
188.53300544987061,36.605512499999996,PGD,0.3002385632250134
188.53300315318785,36.60752705899999,PGD,0.30023626654224767
188.53300085650437,36.60948188999999,PGD,0.3002339698587714
188.53299855982456,36.61149091699999,PGD,0.3002316731789615
188.53299626314816,36.61350887099999,PGD,0.3002293765025622
188.532993966473,36.61553386799999,PGD,0.30022707982738506
188.53299166980017,36.61757215499999,PGD,0.3002247831545669
188.53298937313207,36.619600541,PGD,0.30022248648646677
188.53298707646334,36.621595975999995,PGD,0.30022018981774135
188.53298477979857,36.62355517299999,PGD,0.30021789315296654
188.53298248313504,36.62550924199999,PGD,0.3002155964894423
188.53298018647678,36.627488989999996,PGD,0.30021329983117606
188.53297788981834,36.62950837299999,PGD,0.3002110031727393
188.53297559316306,36.63151952799999,PGD,0.30020870651745735
188.53297329651042,36.63352031499999,PGD,0.3002064098648186
188.53297099986014,36.63553572199999,PGD,0.3002041132145389
188.5329687032124,36.63754175,PGD,0.3002018165667887
188.53296640656706,36.639550179,PGD,0.3001995199214543
188.53296410992306,36.64157815099999,PGD,0.3001972232774558
188.53296181328318,36.64359137499999,PGD,0.3001949266375784
188.53295951664606,36.64560128,PGD,0.3001926300004579
188.53295722001002,36.647617903,PGD,0.30019033336441747
188.53295492337642,36.649577902,PGD,0.3001880367308213
188.53295262674612,36.65158681,PGD,0.300185740100522
188.53295033011716,36.653619696,PGD,0.30018344347155856
188.5329480334916,36.655645151,PGD,0.3001811468460057
188.5329457368681,36.657670044,PGD,0.30017885022249924
188.53294344024735,36.659684794,PGD,0.30017655360174966
188.53294114362888,36.661673781,PGD,0.3001742569832738
188.5329388470131,36.663643338,PGD,0.30017196036749805
188.53293655039988,36.665597029,PGD,0.3001696637542802
188.53293425378791,36.667595084,PGD,0.30016736714231296
